Tract,Population,Households,PM25,Ozone,Diesel_PM,Toxic_Air_Releases,Percent_HHLeadPaint,Superfund_Prox,RMP_Prox,HazWaste_Prox,WW_Discharge,NO2,DW_Noncomp,Traffic_Prox,Is_DAC,Socioecon_Percentile,HHVuln_Percentile,Minority_Percentile,HouseType_Percentile,Vulnerability_Percentile
36005000200,4870.0,1425.0,47.0,76.0,98.0,36.0,78.0,70.0,0.0,92.0,97.0,86.0,93.0,93.0,1,57.50999999999999,76.35,97.65,42.13,66.7
36005000400,6257.0,2309.0,46.0,76.0,98.0,36.0,41.0,72.0,0.0,91.0,97.0,87.0,93.0,93.0,1,61.67,86.05000000000001,94.88,56.74,75.68
36005001600,6177.0,2205.0,48.0,76.0,97.0,36.0,34.0,64.0,0.0,91.0,96.0,93.0,93.0,94.0,1,87.14,93.86,97.65,97.74000000000001,98.06
36005001901,2181.0,940.0,54.0,72.0,99.0,39.0,61.0,90.0,0.0,99.0,98.0,99.0,93.0,99.0,1,91.53999999999999,70.3,88.19,90.57,93.17
36005001902,1883.0,468.0,53.0,73.0,99.0,39.0,93.0,89.0,0.0,99.0,98.0,98.0,93.0,98.0,1,96.78999999999999,62.21,90.32,98.21,97.2
36005002001,4461.0,1774.0,49.0,75.0,99.0,36.0,81.0,75.0,0.0,92.0,97.0,93.0,93.0,94.0,1,97.45,99.16,98.88,90.19,99.52
36005002002,3915.0,1868.0,48.0,75.0,99.0,36.0,80.0,67.0,0.0,92.0,97.0,92.0,93.0,94.0,1,97.72999999999999,91.55,99.11999999999999,66.47999999999999,95.37
36005002300,4528.0,1923.0,54.0,72.0,99.0,39.0,69.0,90.0,0.0,99.0,98.0,99.0,93.0,98.0,1,96.55,99.53999999999999,99.35000000000001,97.72999999999999,99.88
36005002500,5642.0,1944.0,54.0,73.0,99.0,39.0,84.0,89.0,0.0,98.0,98.0,98.0,93.0,98.0,1,99.55000000000001,94.44,94.15,98.06,99.75
36005002701,3335.0,1159.0,53.0,73.0,99.0,39.0,78.0,89.0,0.0,98.0,98.0,99.0,93.0,98.0,1,97.65,99.81,99.0,98.55000000000001,99.98
36005002702,5000.0,1530.0,53.0,73.0,99.0,39.0,80.0,89.0,0.0,98.0,98.0,98.0,93.0,97.0,1,98.69,95.05,99.45,99.95,99.97
36005002800,5230.0,2542.0,50.0,74.0,99.0,37.0,53.0,78.0,0.0,92.0,97.0,96.0,93.0,97.0,1,29.509999999999998,86.65,98.88,87.46000000000001,73.15
36005003100,2559.0,1031.0,53.0,73.0,99.0,38.0,77.0,86.0,0.0,96.0,98.0,99.0,93.0,97.0,1,92.73,91.55,97.97,77.28,94.73
36005003300,3559.0,1220.0,53.0,73.0,99.0,39.0,50.0,88.0,0.0,98.0,98.0,98.0,93.0,97.0,1,94.22,97.78999999999999,96.86,97.52,99.45
36005003500,3899.0,1478.0,53.0,73.0,99.0,38.0,69.0,87.0,0.0,96.0,98.0,98.0,93.0,96.0,1,93.44,98.74000000000001,96.43,94.99,99.24
36005003700,331.0,188.0,54.0,73.0,99.0,38.0,82.0,88.0,0.0,97.0,98.0,98.0,93.0,96.0,0,54.99000000000001,90.3,94.88,71.48,78.72
36005003800,1182.0,366.0,49.0,75.0,99.0,36.0,66.0,65.0,0.0,91.0,96.0,94.0,93.0,94.0,1,90.74,86.14,97.97,93.21000000000001,96.37
36005003900,6227.0,2330.0,54.0,73.0,99.0,39.0,80.0,89.0,0.0,98.0,98.0,99.0,93.0,97.0,1,98.49,99.52,96.77,97.02,99.91
36005004001,1409.0,529.0,49.0,76.0,96.0,35.0,83.0,64.0,32.0,91.0,96.0,97.0,93.0,97.0,1,41.11,78.23,95.07,61.480000000000004,65.5
36005004100,6583.0,2444.0,54.0,72.0,99.0,39.0,68.0,89.0,0.0,98.0,98.0,98.0,93.0,97.0,1,98.22999999999999,94.86,99.0,95.62,99.41
36005004200,8179.0,2922.0,49.0,75.0,97.0,36.0,69.0,68.0,0.0,91.0,96.0,95.0,93.0,96.0,1,77.5,95.28,99.0,66.29,88.56
36005004300,5627.0,2213.0,54.0,73.0,99.0,39.0,53.0,89.0,0.0,97.0,98.0,98.0,93.0,96.0,1,95.78,98.47,96.98,95.88,99.52
36005004400,4592.0,1610.0,50.0,75.0,97.0,36.0,81.0,69.0,0.0,91.0,96.0,98.0,93.0,97.0,1,92.77,98.0,97.86,99.88,99.87
36005004600,1763.0,672.0,50.0,75.0,98.0,36.0,71.0,73.0,0.0,92.0,96.0,97.0,93.0,97.0,1,80.97999999999999,99.65,97.1,99.7,99.62
36005004800,4261.0,1523.0,51.0,75.0,97.0,36.0,95.0,74.0,31.0,92.0,96.0,98.0,93.0,97.0,1,96.8,92.86999999999999,99.0,99.83,99.83
36005005001,4565.0,1377.0,51.0,75.0,97.0,36.0,91.0,75.0,0.0,92.0,96.0,98.0,93.0,98.0,1,99.82,90.52,98.88,98.48,99.77000000000001
36005005002,6466.0,1936.0,51.0,74.0,97.0,36.0,98.0,75.0,30.0,92.0,96.0,99.0,93.0,96.0,1,99.92999999999999,79.58,99.11999999999999,98.38,99.55000000000001
36005005100,6492.0,2360.0,55.0,72.0,99.0,39.0,83.0,90.0,0.0,98.0,98.0,99.0,96.0,97.0,1,92.91,99.91,98.53,93.8,99.72
36005005200,1931.0,820.0,51.0,74.0,97.0,36.0,88.0,77.0,0.0,92.0,96.0,98.0,93.0,97.0,1,85.83,98.79,99.53999999999999,70.84,94.76
36005005300,5379.0,1634.0,56.0,72.0,97.0,38.0,35.0,90.0,35.0,92.0,95.0,99.0,93.0,98.0,1,96.32,94.95,99.0,77.9,96.98
36005005400,5715.0,1781.0,51.0,74.0,97.0,36.0,99.0,75.0,32.0,92.0,96.0,99.0,93.0,96.0,1,98.15,95.25,99.0,88.62,98.82
36005005600,2311.0,953.0,52.0,74.0,97.0,36.0,97.0,75.0,32.0,92.0,96.0,99.0,93.0,96.0,1,97.08,97.08,96.86,74.51,97.38
36005005902,2938.0,1247.0,55.0,72.0,99.0,39.0,97.0,89.0,0.0,96.0,97.0,99.0,93.0,97.0,1,90.62,92.72,89.45,72.34,92.86999999999999
36005006000,1297.0,375.0,52.0,75.0,97.0,36.0,96.0,75.0,34.0,91.0,96.0,99.0,92.0,97.0,1,86.48,93.67,99.0,77.64999999999999,93.42
36005006100,3868.0,1943.0,55.0,72.0,99.0,39.0,49.0,89.0,0.0,96.0,97.0,99.0,93.0,96.0,1,60.370000000000005,59.540000000000006,98.08,72.69,73.64
36005006200,6217.0,2543.0,51.0,75.0,97.0,36.0,90.0,75.0,33.0,91.0,96.0,99.0,93.0,97.0,1,98.39,94.81,98.08,88.71,98.8
36005006301,5845.0,2303.0,55.0,72.0,99.0,39.0,95.0,90.0,25.0,97.0,97.0,99.0,93.0,97.0,1,92.47999999999999,63.190000000000005,87.35000000000001,97.46000000000001,95.30999999999999
36005006400,3928.0,1383.0,51.0,75.0,97.0,36.0,81.0,74.0,33.0,91.0,96.0,99.0,93.0,97.0,1,98.7,92.01,96.25,92.42,98.9
36005006500,5627.0,2157.0,55.0,73.0,99.0,39.0,40.0,90.0,0.0,97.0,97.0,99.0,93.0,96.0,1,96.8,94.52000000000001,94.15,98.11999999999999,99.44
36005006700,6777.0,2586.0,54.0,72.0,99.0,39.0,97.0,88.0,0.0,96.0,97.0,99.0,93.0,96.0,1,81.05,99.87,99.11999999999999,97.54,99.29
36005006800,2493.0,907.0,50.0,75.0,97.0,36.0,78.0,74.0,32.0,91.0,96.0,98.0,93.0,96.0,1,97.06,99.52,99.53999999999999,71.35000000000001,98.45
36005006900,7118.0,2889.0,55.0,73.0,99.0,39.0,44.0,88.0,0.0,95.0,97.0,99.0,93.0,96.0,1,94.78,95.77,98.42,96.46000000000001,99.11999999999999
36005007000,3869.0,1294.0,50.0,75.0,97.0,36.0,85.0,66.0,32.0,91.0,96.0,98.0,93.0,96.0,1,87.02,85.44,94.08,92.17,94.73
36005007100,2872.0,1256.0,54.0,73.0,99.0,38.0,24.0,88.0,0.0,95.0,97.0,99.0,93.0,96.0,1,93.42,89.55,97.86,93.12,97.44
36005007200,6176.0,1651.0,49.0,76.0,97.0,35.0,97.0,65.0,32.0,91.0,96.0,97.0,93.0,97.0,1,84.41,55.44,94.0,91.86999999999999,89.21
36005007300,4444.0,1535.0,54.0,73.0,99.0,38.0,76.0,87.0,0.0,96.0,98.0,98.0,93.0,96.0,1,97.34,94.24,99.24,98.02,99.55000000000001
36005007400,3192.0,1341.0,47.0,76.0,97.0,35.0,57.0,63.0,0.0,90.0,96.0,94.0,93.0,94.0,1,81.43,90.91,97.32,59.08,86.45
36005007500,6670.0,2391.0,54.0,73.0,99.0,38.0,55.0,87.0,0.0,95.0,97.0,99.0,93.0,96.0,1,95.69,97.28999999999999,99.53999999999999,94.52000000000001,99.21
36005007600,5109.0,1868.0,51.0,75.0,97.0,36.0,94.0,67.0,33.0,91.0,96.0,99.0,93.0,97.0,1,96.16,89.75,97.54,93.89,98.22
36005007700,2166.0,570.0,53.0,73.0,99.0,38.0,60.0,83.0,0.0,95.0,97.0,98.0,93.0,96.0,1,98.34,69.35,96.98,97.34,98.11999999999999
36005007800,6241.0,1939.0,48.0,76.0,96.0,35.0,90.0,64.0,29.0,91.0,96.0,99.0,93.0,97.0,1,81.93,88.82,95.67,92.78999999999999,94.19
36005007900,7086.0,2332.0,53.0,73.0,99.0,38.0,73.0,85.0,0.0,95.0,98.0,98.0,93.0,96.0,1,97.24000000000001,99.7,99.35000000000001,97.3,99.91
36005008300,6564.0,2317.0,53.0,73.0,99.0,38.0,79.0,85.0,0.0,95.0,98.0,99.0,93.0,97.0,1,97.17,87.17,97.2,95.41,98.5
36005008400,2811.0,993.0,46.0,76.0,98.0,35.0,67.0,62.0,0.0,90.0,96.0,93.0,93.0,93.0,1,75.25,74.39,96.77,66.77,81.25
36005008500,5746.0,2148.0,53.0,73.0,99.0,38.0,75.0,84.0,0.0,94.0,97.0,99.0,93.0,97.0,1,97.61,89.49000000000001,98.3,98.21,99.29
36005008600,4304.0,1591.0,47.0,76.0,97.0,35.0,78.0,62.0,0.0,90.0,96.0,94.0,93.0,94.0,1,99.39,99.46000000000001,98.53,68.5,98.88
36005008700,6677.0,2088.0,53.0,74.0,99.0,38.0,74.0,82.0,0.0,94.0,97.0,99.0,93.0,97.0,1,98.76,98.79,98.42,97.85000000000001,99.89
36005008900,3239.0,1294.0,52.0,74.0,99.0,37.0,64.0,81.0,0.0,94.0,97.0,99.0,93.0,98.0,1,96.89999999999999,99.02,98.64,95.43,99.7
36005009000,3692.0,1247.0,45.0,76.0,96.0,35.0,76.0,64.0,0.0,90.0,96.0,96.0,93.0,95.0,1,92.23,99.7,97.2,93.06,99.4
36005009200,5959.0,1856.0,49.0,76.0,96.0,35.0,93.0,64.0,32.0,90.0,95.0,99.0,93.0,97.0,1,91.62,74.37,93.60000000000001,75.6,90.33
36005009301,5066.0,1876.0,51.0,74.0,99.0,37.0,86.0,82.0,0.0,94.0,97.0,99.0,93.0,96.0,1,96.3,95.48,96.33,97.49,99.38
36005009600,2740.0,876.0,48.0,76.0,96.0,35.0,68.0,63.0,32.0,90.0,95.0,99.0,93.0,96.0,1,93.58999999999999,94.72,92.09,94.96,98.39
36005009800,4715.0,1638.0,48.0,76.0,96.0,35.0,81.0,63.0,0.0,90.0,96.0,98.0,93.0,97.0,1,80.85,99.25,95.58,81.74,95.61
36005011502,4242.0,1439.0,51.0,74.0,99.0,37.0,87.0,80.0,0.0,93.0,97.0,99.0,93.0,97.0,1,90.03,99.58,98.75,98.41,99.69
36005011701,1509.0,493.0,51.0,74.0,99.0,37.0,70.0,80.0,0.0,93.0,97.0,98.0,93.0,96.0,1,96.88,85.96000000000001,99.11999999999999,97.98,98.98
36005011800,5798.0,1501.0,40.0,78.0,91.0,30.0,91.0,66.0,0.0,90.0,95.0,94.0,93.0,92.0,1,54.230000000000004,36.059999999999995,62.129999999999995,55.730000000000004,54.21
36005011900,6159.0,1944.0,52.0,74.0,99.0,37.0,76.0,81.0,0.0,93.0,97.0,99.0,93.0,98.0,1,93.58,97.25,97.32,95.67,99.06
36005012101,3415.0,1030.0,52.0,74.0,97.0,37.0,82.0,77.0,31.0,93.0,97.0,98.0,93.0,96.0,1,95.30999999999999,90.93,98.42,97.99,99.03
36005012102,1337.0,522.0,52.0,74.0,97.0,37.0,73.0,81.0,0.0,93.0,97.0,99.0,93.0,97.0,1,96.24000000000001,96.28999999999999,99.53999999999999,97.26,99.48
36005012300,4915.0,1699.0,52.0,74.0,97.0,37.0,45.0,77.0,32.0,93.0,96.0,99.0,93.0,96.0,1,79.82000000000001,81.88,99.53999999999999,97.19,94.5
36005012500,4030.0,1386.0,53.0,74.0,97.0,37.0,53.0,80.0,31.0,93.0,97.0,99.0,93.0,96.0,1,92.03,84.98,98.3,94.71000000000001,96.92
36005012701,2460.0,780.0,53.0,74.0,98.0,37.0,88.0,81.0,0.0,93.0,97.0,99.0,93.0,96.0,1,89.98,96.05,99.11999999999999,97.46000000000001,98.78
36005012901,5469.0,1739.0,53.0,73.0,99.0,38.0,54.0,82.0,0.0,94.0,97.0,99.0,93.0,96.0,1,92.22,99.6,92.77,98.52,99.75
36005013000,1262.0,449.0,43.0,78.0,94.0,30.0,84.0,64.0,0.0,90.0,95.0,94.0,93.0,95.0,0,60.589999999999996,86.48,83.39999999999999,26.63,63.72
36005013100,4822.0,2107.0,53.0,73.0,99.0,37.0,45.0,82.0,0.0,94.0,97.0,99.0,93.0,95.0,1,95.02000000000001,94.32000000000001,94.23,96.44,98.92
36005013200,7249.0,2592.0,42.0,77.0,96.0,31.0,75.0,63.0,0.0,89.0,95.0,92.0,93.0,93.0,1,28.660000000000004,88.75999999999999,82.74000000000001,57.91,60.06
36005013300,6038.0,2272.0,53.0,73.0,99.0,38.0,63.0,83.0,0.0,94.0,97.0,99.0,93.0,96.0,1,91.91,96.69,98.88,81.81,96.74000000000001
36005013500,3125.0,1479.0,54.0,73.0,98.0,38.0,80.0,83.0,0.0,94.0,97.0,99.0,93.0,95.0,1,92.47,94.96,97.1,97.26,98.85000000000001
36005013800,2969.0,1205.0,41.0,79.0,91.0,30.0,76.0,64.0,0.0,93.0,94.0,95.0,93.0,93.0,1,66.12,85.98,73.24000000000001,55.66,74.44
36005014100,7133.0,2836.0,54.0,73.0,99.0,38.0,35.0,87.0,0.0,95.0,97.0,99.0,93.0,96.0,1,88.67,92.9,96.69,97.82,98.15
36005014300,1715.0,696.0,54.0,73.0,99.0,38.0,67.0,87.0,0.0,94.0,97.0,99.0,93.0,96.0,1,91.57,98.7,99.53999999999999,98.11,99.53999999999999
36005014400,6253.0,2411.0,44.0,77.0,96.0,31.0,91.0,62.0,0.0,89.0,95.0,92.0,93.0,93.0,1,87.7,99.85000000000001,97.43,98.7,99.78
36005014500,6425.0,2418.0,54.0,73.0,97.0,38.0,61.0,84.0,30.0,94.0,97.0,99.0,93.0,95.0,1,98.89,98.86,96.86,98.21,99.91
36005014701,5645.0,2064.0,54.0,73.0,97.0,38.0,52.0,82.0,32.0,93.0,96.0,99.0,93.0,95.0,1,99.4,97.67,98.53,91.97999999999999,99.6
36005014702,5232.0,1934.0,54.0,73.0,97.0,38.0,66.0,81.0,33.0,93.0,96.0,99.0,93.0,96.0,1,87.88,99.75,98.88,76.09,97.35000000000001
36005014900,4917.0,1485.0,54.0,73.0,97.0,38.0,85.0,80.0,32.0,93.0,96.0,99.0,93.0,95.0,1,93.93,95.39,95.88,98.14,99.22
36005015100,5143.0,2088.0,54.0,73.0,97.0,37.0,66.0,79.0,30.0,93.0,96.0,99.0,93.0,95.0,1,98.97,94.43,99.24,95.55,99.51
36005015200,2666.0,987.0,45.0,77.0,96.0,33.0,93.0,71.0,0.0,89.0,94.0,94.0,93.0,95.0,1,49.33,90.9,78.19,15.260000000000002,53.73
36005015300,4161.0,1753.0,53.0,74.0,97.0,37.0,78.0,78.0,32.0,93.0,96.0,99.0,93.0,96.0,1,92.83,95.39,99.45,91.93,98.07000000000001
36005015500,2943.0,1107.0,53.0,74.0,97.0,37.0,78.0,77.0,33.0,92.0,96.0,99.0,93.0,96.0,1,95.97,98.85000000000001,97.65,95.86,99.61
36005015700,5520.0,2095.0,52.0,74.0,97.0,37.0,59.0,77.0,32.0,92.0,96.0,99.0,93.0,96.0,1,94.69,97.38,98.3,96.41,99.3
36005015800,1461.0,494.0,44.0,77.0,96.0,30.0,65.0,62.0,0.0,88.0,94.0,95.0,93.0,94.0,1,75.8,95.61,73.42999999999999,94.78999999999999,93.67
36005015900,2218.0,873.0,53.0,74.0,99.0,37.0,65.0,81.0,0.0,94.0,97.0,99.0,93.0,97.0,1,83.37,90.03,99.45,88.82,94.0
36005016000,3903.0,1497.0,43.0,78.0,96.0,30.0,73.0,66.0,0.0,87.0,94.0,96.0,93.0,93.0,1,42.16,80.78999999999999,55.17999999999999,32.06,50.14999999999999
36005016100,4490.0,1957.0,53.0,74.0,97.0,36.0,86.0,77.0,33.0,92.0,96.0,99.0,93.0,97.0,1,97.43,99.76,95.38,97.42,99.92
36005016200,1826.0,506.0,45.0,77.0,96.0,31.0,82.0,67.0,0.0,88.0,94.0,95.0,93.0,94.0,1,44.73,89.75,77.61,61.88,69.0
36005016400,1029.0,412.0,46.0,77.0,96.0,31.0,87.0,71.0,0.0,88.0,94.0,96.0,93.0,96.0,1,42.92,93.5,72.69,46.6,64.67
36005016500,1134.0,333.0,54.0,73.0,97.0,38.0,76.0,80.0,34.0,94.0,96.0,99.0,93.0,98.0,1,89.2,88.53,99.11999999999999,99.92,99.24
36005016600,2417.0,829.0,46.0,77.0,96.0,33.0,96.0,71.0,0.0,89.0,95.0,97.0,93.0,97.0,1,65.77,79.2,85.59,46.06,70.89999999999999
36005016700,3599.0,1150.0,54.0,73.0,97.0,38.0,50.0,80.0,34.0,94.0,96.0,99.0,93.0,96.0,1,94.94,88.98,98.64,99.97,99.75
36005016900,1894.0,564.0,54.0,73.0,97.0,38.0,72.0,80.0,33.0,93.0,96.0,99.0,93.0,96.0,1,90.16999999999999,90.39,98.75,97.71,98.08
36005017300,6411.0,2276.0,55.0,73.0,99.0,38.0,83.0,88.0,0.0,95.0,97.0,99.0,93.0,96.0,1,97.78999999999999,99.68,94.08,96.61999999999999,99.89
36005017500,6116.0,2831.0,55.0,73.0,99.0,38.0,84.0,87.0,0.0,94.0,97.0,99.0,93.0,96.0,1,81.58,99.91,95.27,90.99000000000001,98.46000000000001
36005017701,4717.0,1374.0,55.0,73.0,97.0,38.0,91.0,85.0,32.0,94.0,96.0,99.0,93.0,96.0,1,94.5,97.19,96.86,99.83,99.86
36005017702,5480.0,1657.0,55.0,73.0,97.0,38.0,79.0,85.0,32.0,93.0,96.0,99.0,93.0,96.0,1,97.16,94.41000000000001,98.2,97.06,99.37
36005017901,5096.0,1686.0,55.0,73.0,97.0,38.0,84.0,86.0,32.0,94.0,96.0,99.0,93.0,96.0,1,96.97,74.15,98.75,96.78999999999999,97.84
36005017902,3816.0,1319.0,55.0,73.0,97.0,38.0,88.0,86.0,32.0,93.0,96.0,99.0,93.0,96.0,1,88.66000000000001,93.21000000000001,97.97,94.67,97.35000000000001
36005018101,3215.0,1040.0,55.0,72.0,98.0,38.0,80.0,87.0,0.0,94.0,96.0,99.0,93.0,96.0,1,97.23,98.44000000000001,97.54,95.28999999999999,99.61
36005018102,5453.0,2180.0,55.0,72.0,98.0,38.0,95.0,87.0,0.0,94.0,96.0,99.0,93.0,96.0,1,93.07,99.66000000000001,97.43,98.47,99.83
36005018301,4665.0,2016.0,55.0,72.0,99.0,38.0,89.0,89.0,0.0,95.0,97.0,99.0,93.0,96.0,1,82.39,93.95,90.94,77.79,91.58
36005018302,3680.0,1460.0,55.0,72.0,99.0,38.0,93.0,88.0,0.0,95.0,97.0,99.0,93.0,96.0,1,90.13,45.09,99.53999999999999,77.99000000000001,86.14
36005018400,4085.0,1407.0,47.0,77.0,96.0,32.0,95.0,69.0,32.0,88.0,94.0,98.0,93.0,95.0,1,54.910000000000004,59.01,75.24,72.3,67.89
36005018501,2783.0,1240.0,54.0,73.0,99.0,38.0,35.0,86.0,0.0,94.0,97.0,99.0,93.0,96.0,1,88.87,96.11,96.77,96.36,98.28
36005018502,6314.0,2100.0,54.0,73.0,99.0,38.0,57.0,84.0,0.0,94.0,97.0,99.0,93.0,95.0,1,96.67999999999999,97.65,96.61,97.99,99.68
36005018900,8460.0,2857.0,56.0,72.0,99.0,39.0,81.0,91.0,29.0,95.0,96.0,99.0,93.0,98.0,1,93.19,93.72,91.69,98.28,98.94
36005019300,5933.0,2410.0,56.0,72.0,97.0,39.0,92.0,90.0,25.0,94.0,96.0,99.0,93.0,98.0,1,87.3,98.45,97.54,95.54,98.56
36005019400,2070.0,728.0,47.0,77.0,96.0,34.0,91.0,71.0,32.0,89.0,94.0,99.0,93.0,96.0,1,73.09,96.17,87.53,74.7,88.44999999999999
36005019500,7143.0,2650.0,55.0,72.0,99.0,39.0,77.0,89.0,0.0,94.0,96.0,99.0,93.0,97.0,1,93.37,97.86,93.85,97.75,99.37
36005019700,7830.0,2513.0,55.0,72.0,97.0,39.0,93.0,87.0,30.0,94.0,96.0,99.0,93.0,97.0,1,99.02,87.69,98.53,95.85000000000001,99.11
36005019900,7496.0,3251.0,56.0,72.0,97.0,39.0,77.0,89.0,27.0,94.0,96.0,99.0,93.0,97.0,1,88.9,96.58,97.86,95.74000000000001,98.3
36005020000,4935.0,1491.0,49.0,76.0,96.0,34.0,92.0,64.0,34.0,91.0,94.0,99.0,93.0,94.0,1,91.53,95.28,96.33,96.55,98.58
36005020100,3868.0,1351.0,56.0,72.0,97.0,39.0,87.0,90.0,37.0,94.0,96.0,99.0,93.0,99.0,1,95.39999999999999,91.42,97.2,98.7,99.2
36005020200,2578.0,972.0,49.0,76.0,96.0,34.0,90.0,64.0,33.0,90.0,95.0,99.0,93.0,94.0,1,85.19,73.35000000000001,95.38,94.39999999999999,93.21000000000001
36005020400,3012.0,1029.0,49.0,76.0,96.0,35.0,93.0,65.0,34.0,91.0,95.0,98.0,93.0,94.0,1,92.27,77.38000000000001,95.17,99.07000000000001,97.81
36005020501,7271.0,2701.0,56.0,72.0,97.0,39.0,82.0,89.0,34.0,93.0,95.0,99.0,93.0,99.0,1,93.93,99.89,96.77,97.32,99.87
36005020502,2605.0,1048.0,56.0,72.0,97.0,38.0,63.0,89.0,35.0,92.0,95.0,99.0,93.0,98.0,1,96.74000000000001,86.6,97.76,99.68,99.57000000000001
36005020601,2528.0,990.0,49.0,76.0,96.0,35.0,83.0,64.0,33.0,91.0,95.0,98.0,93.0,94.0,1,85.59,83.77,95.67,91.03,93.75
36005020900,4867.0,1965.0,55.0,72.0,97.0,38.0,85.0,86.0,33.0,93.0,96.0,99.0,93.0,98.0,1,86.00999999999999,87.42,95.97,98.32,97.11999999999999
36005021001,7895.0,3562.0,50.0,75.0,97.0,36.0,98.0,66.0,34.0,92.0,95.0,98.0,93.0,94.0,1,86.1,92.29,97.65,90.23,95.52000000000001
36005021002,7925.0,3182.0,50.0,76.0,96.0,35.0,99.0,65.0,34.0,91.0,95.0,97.0,93.0,94.0,0,81.67999999999999,69.69,98.88,78.85,86.5
36005021100,6268.0,1997.0,56.0,72.0,97.0,39.0,78.0,89.0,32.0,94.0,96.0,99.0,93.0,98.0,1,95.65,97.72,98.3,97.88,99.62
36005021200,4975.0,2294.0,50.0,76.0,97.0,35.0,94.0,65.0,33.0,91.0,95.0,98.0,93.0,96.0,1,78.84,84.37,98.64,74.72,87.31
36005021301,1323.0,464.0,56.0,72.0,97.0,39.0,79.0,88.0,34.0,93.0,95.0,99.0,93.0,99.0,1,93.12,94.27,98.64,94.21000000000001,98.29
36005021302,5947.0,2303.0,56.0,72.0,97.0,39.0,69.0,88.0,33.0,93.0,96.0,99.0,93.0,98.0,1,91.10000000000001,99.89,99.45,91.22,99.46000000000001
36005021501,4665.0,1360.0,56.0,72.0,97.0,38.0,91.0,88.0,34.0,92.0,95.0,99.0,93.0,98.0,1,90.59,91.64,94.69,98.28,98.38
36005021502,6986.0,2239.0,56.0,72.0,97.0,38.0,85.0,88.0,34.0,92.0,95.0,99.0,93.0,98.0,1,97.48,96.57,99.45,98.35000000000001,99.72999999999999
36005021601,4421.0,1609.0,51.0,75.0,97.0,36.0,93.0,67.0,34.0,91.0,95.0,99.0,93.0,96.0,1,95.12,72.44,94.61,92.57,95.77
36005021602,6093.0,2361.0,50.0,75.0,97.0,36.0,97.0,66.0,34.0,91.0,95.0,98.0,93.0,96.0,1,74.31,58.919999999999995,96.50999999999999,78.77,81.21000000000001
36005021700,5371.0,1781.0,55.0,73.0,97.0,38.0,89.0,87.0,34.0,92.0,95.0,99.0,93.0,98.0,1,94.63000000000001,70.17,95.88,98.82,97.67
36005021800,6037.0,2198.0,51.0,75.0,97.0,36.0,94.0,68.0,34.0,91.0,95.0,99.0,93.0,96.0,1,86.36,87.36,95.77,96.36,96.33
36005021900,949.0,384.0,55.0,72.0,97.0,39.0,99.0,87.0,33.0,94.0,96.0,99.0,93.0,97.0,1,83.73,94.44,97.32,96.94,97.3
36005022000,2142.0,650.0,52.0,75.0,97.0,37.0,79.0,75.0,35.0,91.0,95.0,99.0,93.0,96.0,1,98.4,98.78,99.53999999999999,99.98,99.99
36005022101,4424.0,1292.0,55.0,72.0,97.0,38.0,68.0,87.0,32.0,93.0,96.0,99.0,93.0,97.0,1,92.80000000000001,90.53999999999999,97.1,79.43,94.85
36005022102,6143.0,1655.0,55.0,72.0,97.0,38.0,93.0,87.0,32.0,93.0,96.0,99.0,93.0,97.0,1,98.47,96.78999999999999,97.2,97.65,99.74
36005022200,3333.0,1066.0,49.0,75.0,96.0,35.0,91.0,65.0,33.0,91.0,95.0,98.0,93.0,96.0,1,94.74000000000001,95.02000000000001,96.50999999999999,96.61,99.02
36005022300,5447.0,2220.0,55.0,72.0,97.0,38.0,81.0,86.0,33.0,93.0,96.0,99.0,93.0,97.0,1,93.17,97.56,97.86,95.59,99.07000000000001
36005022401,2640.0,998.0,53.0,75.0,97.0,36.0,99.0,69.0,38.0,90.0,94.0,99.0,93.0,95.0,1,72.04,84.31,88.91,90.85,88.82
36005022403,2998.0,1142.0,52.0,75.0,97.0,36.0,98.0,69.0,38.0,89.0,94.0,99.0,93.0,94.0,1,77.19,83.76,89.78,94.82000000000001,92.13
36005022404,4795.0,1976.0,52.0,75.0,97.0,36.0,91.0,69.0,37.0,90.0,94.0,99.0,93.0,94.0,1,84.85000000000001,89.25,90.39,89.67,93.81
36005022500,9093.0,2319.0,55.0,72.0,97.0,38.0,83.0,85.0,33.0,93.0,96.0,99.0,93.0,97.0,1,97.39999999999999,90.14,93.4,98.8,99.36
36005022701,4876.0,2008.0,55.0,73.0,97.0,38.0,84.0,86.0,35.0,92.0,95.0,99.0,93.0,98.0,1,96.47,97.11999999999999,98.42,97.87,99.63
36005022702,1449.0,559.0,55.0,72.0,97.0,38.0,90.0,86.0,34.0,93.0,96.0,99.0,93.0,98.0,1,94.08,80.67,99.53999999999999,89.74,95.89999999999999
36005022703,2050.0,717.0,55.0,72.0,97.0,38.0,90.0,85.0,34.0,93.0,96.0,99.0,93.0,98.0,1,95.78,95.16,95.38,78.53,96.76
36005022800,5693.0,2369.0,52.0,75.0,97.0,36.0,94.0,68.0,38.0,90.0,94.0,99.0,93.0,93.0,1,42.01,55.800000000000004,88.42,75.44,64.09
36005022901,5466.0,2022.0,55.0,73.0,97.0,38.0,89.0,83.0,35.0,92.0,95.0,99.0,93.0,98.0,1,96.91,71.58,97.2,97.1,97.7
